,Player,Matches,Innings,Not_Out,Runs,Ball_Faced,Hundreds,Fiftys,Zeros,Fours,Sixes,Average,Strike_Rate,Country,Highest_score
1221,MP Maynard,14,12,1,156,225,0,0,1,10,1,14.18,69.33,England,41
1222,MP Stoinis,145,125,30,2740,2429,1,11,7,233,112,29.305,121.25999999999999,Australia,146
1223,MP Vaughan,170,232,19,7728,14104,18,34,19,950,35,27.363333333333333,80.74666666666667,England,197
1224,MP Yadav,3,1,1,1,1,0,0,0,0,0,0.0,100.0,India,1
1225,MR Gillespie,43,20,12,114,147,0,0,1,8,1,13.0,75.61,New,28
1226,MR Marsh,210,237,29,6600,7896,6,37,19,676,208,31.52333333333333,95.73666666666668,Australia,181
1227,MR Ramprakash,70,110,10,2726,7039,2,13,12,273,12,27.085,52.644999999999996,England,154
1228,MRCN Bandaratilleke,7,9,1,93,252,0,0,1,8,0,11.62,36.9,Sri,25
1229,MRJ Veletta,20,19,4,484,642,0,2,2,29,0,32.26,75.38,Australia,68
1230,MS Atapattu,360,416,47,14036,24986,27,76,35,1419,19,27.19666666666667,58.21333333333333,Sri,249
1231,MS Chapman,99,86,16,2077,1629,3,11,5,183,84,30.945,124.49,New,132
1232,MS Dhoni,535,523,141,17092,21695,15,108,21,1469,352,41.973333333333336,90.79,India,224
1233,MS Harris,14,26,2,607,1322,0,3,0,73,0,25.29,45.91,Australia,79
1234,MS Kasprowicz,45,14,10,77,94,0,0,2,6,1,9.25,71.57,Australia,28
1235,MS Panesar,1,1,0,1,2,0,0,0,0,0,1.0,50.0,England,1
1236,MS Sinclair,87,106,9,2939,5881,5,12,12,309,12,30.195,52.795,New,214
1237,MS Tshabalala,4,1,1,2,3,0,0,0,0,0,0.0,66.66,South,2
1238,MS Wade,225,214,43,4682,6387,5,19,9,399,92,27.429999999999996,88.69666666666667,Australia,117
1239,MSK Prasad,17,11,2,131,225,0,1,2,11,0,14.55,58.22,India,63
1240,MT Renshaw,14,24,2,645,1524,1,3,1,78,3,29.31,42.32,Australia,184
1241,MTG Elliott,21,36,1,1172,2637,3,4,5,155,4,33.48,44.44,Australia,199
1242,MV Boucher,461,441,87,10289,16577,6,60,32,1018,103,25.613333333333333,77.42333333333333,South,147
1243,MV Fleming,11,10,1,139,137,0,0,1,11,3,15.44,101.45,England,33
1244,MV Nagamootoo,24,18,6,162,270,0,0,1,17,1,13.5,60.0,West,33
1245,MVT Fernando,37,49,23,193,681,0,0,14,19,1,8.0,58.410000000000004,Sri,38
1246,MW Alleyne,10,8,1,151,255,0,1,0,8,1,21.57,59.21,England,53
1247,MW Douglas,6,6,0,55,123,0,0,1,2,1,9.16,44.71,New,30
1248,MW Forde,21,15,3,223,173,0,1,1,14,17,17.125,135.17000000000002,West,58
1249,MW Gatting,171,226,31,6504,12732,11,30,20,717,22,32.525,57.864999999999995,England,207
1250,MW Parkinson,6,4,0,5,11,0,0,3,1,0,1.25,45.45,England,5
1251,MW Priest,18,14,4,103,225,0,0,2,1,0,10.3,45.77,New,24
1252,MW Pringle,17,8,3,48,56,0,0,1,2,0,9.6,85.71,South,13
1253,MW Rushmere,4,4,0,78,174,0,0,0,4,0,19.5,44.82,South,35
1254,MW Short,29,26,0,573,464,0,3,2,61,24,22.03,130.96,Australia,66
1255,MW Tate,39,52,5,1198,640,1,5,5,84,14,25.48,71.71,England,100
1256,Mafizur Rahman,4,4,1,53,104,0,0,0,3,0,17.66,50.96,Bangladesh,16
1257,Mahbubul Alam,9,9,3,86,143,0,1,2,3,4,20.875,60.51,Bangladesh,59
1258,Mahbubur Rahman,1,1,0,3,8,0,0,0,0,0,3.0,37.5,Bangladesh,3
1259,Mahedi Hasan,72,53,12,523,588,0,0,8,39,15,13.7,82.57,Bangladesh,33
1260,Mahidul Islam Ankon,1,2,0,29,66,0,0,1,1,2,14.5,43.93,Bangladesh,29
1261,Mahmood Hussain,27,39,6,336,0,0,0,8,12,2,10.18,0.0,Pakistan,35
1262,Mahmudul Hasan Joy,21,36,0,780,1895,1,4,8,93,3,12.645,45.555,Bangladesh,137
1263,Mahmudullah,430,433,86,11047,14865,9,56,26,947,208,31.150000000000002,82.80666666666666,Bangladesh,150
1264,Majid Khan,86,128,6,4717,4794,9,26,10,394,15,38.17,60.175,Pakistan,167
1265,Mandeep Singh,3,3,1,87,73,0,1,0,11,1,43.5,119.17,India,52
1266,Manjural Islam,51,55,24,134,508,0,0,14,10,0,4.78,30.599999999999998,Bangladesh,21
1267,Manjural Islam Rana,31,32,6,588,1360,0,2,3,51,2,23.189999999999998,43.34,Bangladesh,69
1268,Mansoor Akhtar,60,64,4,1248,2706,1,3,5,134,3,21.315,46.845,Pakistan,111
1269,Manzoor Akhtar,7,4,0,97,147,0,0,0,3,0,24.25,65.98,Pakistan,44
1270,Manzoor Elahi,60,56,15,864,1044,0,2,4,69,19,18.91,67.15,Pakistan,52
1271,Maqsood Ahmed,16,27,1,507,0,0,2,2,9,3,19.5,0.0,Pakistan,99
1272,Marshall Ayub,3,6,0,125,291,0,0,0,13,1,20.83,42.95,Bangladesh,41
1273,Mashrafe Mortaza,308,262,44,2947,3484,0,4,33,273,107,13.386666666666665,97.00666666666666,Bangladesh,79
1274,Mazharul Haque,1,1,0,3,18,0,0,0,0,0,3.0,16.66,Bangladesh,3
1275,Mehidy Hasan Miraz,196,206,25,4182,6659,4,15,13,426,60,21.669999999999998,81.56333333333333,Bangladesh,112
1276,Mehrab Hossain,27,36,0,690,1501,1,3,4,74,3,19.16,45.745000000000005,Bangladesh,101
1277,Mehrab Hossain jnr,27,31,2,535,1143,0,2,2,57,1,17.833333333333332,52.68,Bangladesh,83
1278,Minhajul Abedin,27,26,2,453,909,0,2,3,26,0,18.87,49.83,Bangladesh,68
1279,Mirwais Ashraf,71,57,19,515,658,0,1,5,27,24,12.98,91.285,Afghanistan,52
1280,Mirza Baig,3,3,1,36,29,0,0,1,5,2,18.0,124.13,Pakistan,32
1281,Misbah-ul-Haq,276,315,64,11132,19386,10,84,17,898,190,42.51333333333333,76.16000000000001,Pakistan,161
1282,Mohammad Abbas,27,40,19,120,688,0,0,6,13,2,5.71,17.44,Pakistan,29
1283,Mohammad Ali,3,2,2,1,1,0,0,0,0,0,0.0,100.0,Pakistan,1
1284,Mohammad Amir,159,114,29,1179,2500,0,2,14,126,14,12.926666666666668,68.39666666666666,Pakistan,73
1285,Mohammad Ashraful,259,310,18,6655,11242,9,30,31,737,62,21.97666666666667,80.86,Bangladesh,190
1286,Mohammad Asif,34,41,16,150,466,0,0,14,21,0,2.82,165.225,Pakistan,29
1287,Mohammad Hafeez,392,429,36,12780,17213,21,64,34,1370,214,32.333333333333336,84.88333333333334,Pakistan,224
1288,Mohammad Haris,23,23,2,391,270,1,0,3,34,22,18.61,144.81,Pakistan,107
1289,Mohammad Hasnain,43,18,14,77,60,0,0,1,11,2,20.83,124.09,Pakistan,28
1290,Mohammad Hussain,14,12,7,154,136,0,0,0,11,4,30.8,113.23,Pakistan,31
1291,Mohammad Ilyas,10,19,0,441,66,1,2,1,11,2,23.21,18.18,Pakistan,126
1292,Mohammad Irfan,82,37,25,52,157,0,0,8,5,2,2.0,41.105000000000004,Pakistan,12
1293,Mohammad Ishaq,5,5,1,76,58,0,0,1,10,1,19.0,131.03,Afghanistan,32
1294,Mohammad Mithun,61,61,5,1174,1809,0,8,8,103,23,18.846666666666668,71.72666666666667,Bangladesh,73
1295,Mohammad Nabi,308,281,41,5937,5906,2,23,17,401,223,18.416666666666668,90.71333333333332,Afghanistan,136
1296,Mohammad Naim,47,47,2,979,1101,0,4,4,91,18,16.483333333333334,62.01666666666667,Bangladesh,81
1297,Mohammad Nawaz,109,81,19,1068,1195,0,1,6,82,38,17.05,87.57666666666667,Pakistan,53
1298,Mohammad Nazir,14,18,10,144,145,0,0,3,12,0,18.0,31.03,Pakistan,29
1299,Mohammad Rafique,157,168,22,2262,3292,1,6,23,223,63,15.030000000000001,132.25666666666666,Bangladesh,111
1300,Mohammad Rizwan,236,240,48,8331,9958,8,56,11,741,146,43.1,88.78333333333335,Pakistan,171
1301,Mohammad Saifuddin,70,42,21,609,638,0,2,3,48,15,29.325000000000003,100.065,Bangladesh,51
1302,Mohammad Saleem,1,2,0,2,11,0,0,1,0,0,1.0,18.18,Afghanistan,2
1303,Mohammad Salim,3,5,1,58,152,0,0,1,7,0,12.665,37.89,Bangladesh,26
1304,Mohammad Salman,1,1,0,5,6,0,0,0,0,0,5.0,83.33,Pakistan,5
1305,Mohammad Sami,136,106,36,822,2102,0,0,13,71,14,14.736666666666666,54.95333333333334,Pakistan,49
1306,Mohammad Shahid,5,6,1,57,81,0,0,0,10,1,11.4,70.37,Bangladesh,25
1307,Mohammad Shahzad,159,161,6,4844,4765,7,26,8,564,132,26.72,90.82333333333334,Afghanistan,131
1308,Mohammad Sharif,19,29,8,175,384,0,0,8,11,4,10.21,47.61,Bangladesh,24
1309,Mohammad Wasim,94,75,13,1453,2927,2,5,10,132,7,18.552500000000002,69.745,Pakistan,192
1310,Mohammad Yousuf,374,426,52,17134,27168,39,95,26,1736,139,37.01,81.19,Pakistan,223
1311,Mohammed Shami,197,143,50,981,1288,0,2,25,100,35,7.613333333333333,72.34333333333333,India,56
1312,Mohammed Siraj,60,21,12,69,145,0,0,2,4,0,7.425,65.065,India,9
1313,Mohsin Khan,123,154,11,4586,8234,9,17,6,409,13,31.955,52.155,Pakistan,200
1314,Moin Khan,288,287,49,6007,9379,4,27,22,552,88,25.775,66.205,Pakistan,137
1315,Moin-ul-Atiq,5,5,0,199,279,1,0,0,6,0,39.8,71.32,Pakistan,105
1316,Mominul Haque,107,166,12,5244,9343,13,25,19,606,22,26.333333333333332,82.83666666666666,Bangladesh,181
1317,Moniruzzaman,2,2,0,1,20,0,0,1,0,0,0.5,5.0,Bangladesh,1
1318,Morshed Ali Khan,3,1,1,2,4,0,0,0,0,0,0.0,50.0,Bangladesh,2
1319,Mosaddek Hossain,80,74,22,1196,1482,0,4,6,97,28,24.236666666666665,80.98666666666666,Bangladesh,75
1320,Mosharraf Hossain,5,5,1,26,75,0,0,0,0,0,6.5,34.66,Bangladesh,8
1321,Mrittunjoy Chowdhury,2,2,0,12,22,0,0,0,0,0,6.0,54.54,Bangladesh,8
1322,Mudassar Nazar,198,231,18,6767,14046,10,33,13,542,3,31.675000000000004,46.465,Pakistan,231
1323,Muhammad Abbas,3,3,0,104,103,0,1,0,6,4,34.66,100.97,New,52
1324,Mujeeb Ur Rahman,125,56,22,308,323,0,1,14,33,13,9.023333333333333,106.22333333333331,Afghanistan,64
1325,Mukesh Kumar,17,4,3,5,5,0,0,1,1,0,5.0,100.0,India,4
1326,Mukhtar Ahmed,6,6,0,192,134,0,2,0,23,5,32.0,143.28,Pakistan,83
1327,Muktar Ali,1,1,1,19,15,0,0,0,1,1,0.0,126.66,Bangladesh,19
1328,Munim Shahriar,5,5,0,34,47,0,0,0,5,0,6.8,72.34,Bangladesh,17
1329,Munir Ahmad,1,2,0,13,33,0,0,0,2,0,6.5,39.39,Afghanistan,12
1330,Mushfiqur Rahim,474,530,73,15623,24153,21,82,33,1480,174,31.34,81.04666666666667,Bangladesh,219
1331,Mushfiqur Rahman,38,44,5,592,1445,0,0,9,52,1,15.0,41.445,Bangladesh,49
1332,Mushtaq Ahmed,196,148,50,1055,2526,0,2,24,91,9,10.605,46.519999999999996,Pakistan,59
1333,Mushtaq Mohammad,67,109,10,3852,3074,10,20,4,295,4,37.0,46.005,Pakistan,201
1334,Mustafizur Rahman,238,112,56,319,618,0,0,25,24,11,5.503333333333334,54.68333333333334,Bangladesh,20
1335,N Boje,156,131,28,2722,4294,2,8,7,319,19,26.435000000000002,68.805,South,129
1336,N Burger,10,5,3,11,64,0,0,0,0,0,5.5,24.86,South,7
1337,N Chopra,39,26,6,310,498,0,1,1,15,5,15.5,62.24,India,61
1338,N Deonarine,57,66,7,1462,2770,0,9,6,140,16,21.040000000000003,71.55666666666667,West,82
1339,N Dickwella,137,175,9,4841,6231,2,32,7,552,32,26.959999999999997,97.00333333333333,Sri,116
1340,N Hussain,184,258,26,8096,17753,15,49,20,942,39,33.730000000000004,53.685,England,207
1341,N Kapil Dev,356,382,54,9031,9171,9,41,29,848,128,27.42,87.19999999999999,India,175
1342,N Peter,13,6,3,34,50,0,0,0,3,0,9.75,68.0,South,10
1343,N Phillip,9,15,5,297,47,0,0,1,21,2,29.7,55.31,West,47
1344,N Pooran,167,155,18,4258,3668,3,24,6,309,229,32.9,117.77,West,118
1345,N Pothas,3,1,0,24,41,0,0,0,0,0,24.0,58.53,South,24
1346,N Pradeep,93,81,39,177,459,0,0,23,23,1,6.123333333333334,48.46,Sri,17
1347,N Rana,2,2,0,15,27,0,0,0,0,0,7.5,55.55,India,9
1348,N Thushara,21,8,6,9,17,0,0,1,1,0,4.5,52.94,Sri,6
1349,N Vimukthi,1,1,0,6,12,0,0,0,0,0,6.0,50.0,Sri,6
1350,N Wagner,64,84,24,875,1687,0,1,17,96,36,14.58,51.86,New,66
1351,NA Foster,48,25,12,150,244,0,0,3,9,0,11.53,61.47,England,24
1352,NA Saini,19,8,6,119,148,0,0,0,11,3,26.75,93.595,India,45
1353,NAM McLean,64,66,10,682,1121,0,1,13,66,18,12.165,65.92,West,50
1354,NBF Mann,19,31,1,400,29,0,1,4,1,3,13.33,48.27,South,52
1355,NCL O'Neill,42,69,8,2779,1918,6,15,6,222,4,45.55,42.59,Australia,181
1356,ND McKenzie,124,150,18,4948,10184,7,26,11,551,30,24.96666666666667,66.3,South,226
1357,NE Bonner,23,33,5,915,2515,2,3,6,95,3,22.909999999999997,56.096666666666664,West,123
1358,NF Kelly,3,3,0,49,61,0,0,0,7,2,16.33,80.32,New,31
1359,NGRP Jayasuriya,22,34,2,255,772,0,0,6,27,0,7.96,33.03,Sri,28
1360,NH Fairbrother,75,71,18,2092,2903,1,16,2,140,20,39.47,72.06,England,113
1361,NJ Astle,308,358,25,11866,19306,27,65,30,1339,127,32.2,77.56,New,222
1362,NJ Contractor,31,52,1,1611,0,1,11,2,48,2,31.58,0.0,India,108
1363,NJ Maddinson,6,4,0,45,35,0,0,0,6,1,11.25,128.57,Australia,34
1364,NJ Reardon,2,1,0,4,8,0,0,0,0,0,4.0,50.0,Australia,4
1365,NL McCullum,147,103,26,1369,1517,0,4,7,88,41,16.240000000000002,94.185,New,65
1366,NLTC Perera,252,213,37,3588,3078,1,13,19,273,141,20.546666666666667,110.57666666666667,Sri,140
1367,NM Coulter-Nile,60,36,10,402,382,0,1,5,30,16,15.215,110.59,Australia,92
1368,NM Hauritz,61,34,17,342,359,0,1,0,22,8,12.7,78.13499999999999,Australia,53
1369,NM Lyon,170,192,60,1719,3308,0,0,20,212,16,10.68,81.20666666666666,Australia,47
1370,NO Miller,59,32,17,327,406,0,1,4,25,4,31.64,85.28999999999999,West,51
1371,NO Perry,21,16,8,212,340,0,1,2,12,0,26.5,62.35,West,52
1372,NR Mongia,184,164,41,2714,5587,1,8,10,254,13,22.11,53.735,India,152
1373,NS Harford,8,15,0,229,0,0,2,4,0,0,15.26,0.0,New,93
1374,NS Sidhu,187,205,10,7615,13464,15,48,16,693,82,39.605000000000004,57.025,India,201
1375,NS Tamhane,21,27,5,225,0,0,1,8,4,0,10.22,0.0,India,54
1376,NS Yadav,35,40,12,403,1063,0,0,4,30,1,14.39,29.16,India,43
1377,NT Broom,50,46,5,1016,1229,1,5,7,86,13,19.55,94.285,New,109
1378,NT Ellis,38,16,7,103,117,0,0,2,4,6,11.05,84.285,Australia,18
1379,NT Paranavitana,32,60,5,1792,4274,2,11,9,206,5,32.58,41.92,Sri,111
1380,NT Tilak Varma,29,28,10,817,602,2,4,3,67,44,36.295,106.10499999999999,India,120
1381,NV Knight,100,100,10,3637,5085,5,25,6,327,21,40.41,71.52,England,125
1382,NV Ojha,2,2,0,12,27,0,0,0,2,0,6.0,44.44,India,10
1383,NW Bracken,135,41,21,214,304,0,0,6,11,5,8.35,69.37,Australia,21
1384,NWD Yardley,20,34,2,812,764,0,4,2,33,0,25.37,36.25,England,99
1385,Nadif Chowdhury,3,3,0,27,23,0,0,0,2,0,9.0,117.39,Bangladesh,12
1386,Naeem Islam,77,76,18,1521,2697,1,6,5,144,24,24.506666666666664,72.56333333333333,Bangladesh,108
1387,Nafees Iqbal,27,38,0,827,1900,1,4,3,104,3,21.424999999999997,46.64,Bangladesh,121
1388,Nahid Rana,13,17,10,17,91,0,0,6,3,0,0.925,30.145,Bangladesh,11
1389,Naimur Rahman,37,42,3,698,1229,0,0,4,73,5,17.259999999999998,54.57,Bangladesh,48
1390,Najeeb Tarakai,13,13,0,263,228,0,1,1,21,13,13.25,75.31,Afghanistan,90
1391,Najibullah Zadran,199,179,46,3890,3640,1,23,10,304,165,29.26,113.45,Afghanistan,104
1392,Najmul Hossain Shanto,139,169,10,4778,7084,10,19,14,506,64,29.50333333333333,80.32000000000001,Bangladesh,163
1393,Nangeyalia Kharote,13,9,4,48,70,0,0,2,3,1,8.58,58.615,Afghanistan,27
1394,Naseem Shah,78,53,18,407,738,0,1,10,32,22,12.799999999999999,77.52333333333333,Pakistan,51
1395,Nasim-ul-Ghani,29,50,5,747,379,1,2,8,36,2,16.6,32.98,Pakistan,101
1396,Nasir Ahmed,7,4,2,25,62,0,0,0,1,0,12.5,40.32,Bangladesh,11
1397,Nasir Hossain,115,108,14,2695,3848,2,14,8,261,32,27.47,82.58666666666666,Bangladesh,100
1398,Nasir Jamal,21,24,4,512,850,0,4,3,41,2,24.96,58.325,Afghanistan,55
1399,Nasir Jamshed,66,66,4,1781,2201,3,10,6,184,31,26.43,94.405,Pakistan,112
1400,Nasum Ahmed,54,28,11,263,287,0,0,4,24,9,15.14,92.315,Bangladesh,44
1401,Nauman Anwar,1,1,0,18,10,0,0,0,2,1,18.0,180.0,Pakistan,18
1402,Naushad Ali,6,11,0,156,0,0,0,0,0,0,14.18,0.0,Pakistan,39
1403,Naved Anjum,13,12,3,113,154,0,0,1,7,1,12.55,73.37,Pakistan,30
1404,Naved Latif,11,11,0,262,417,1,0,1,32,2,23.81,62.82,Pakistan,113
1405,Naved-ul-Hasan,87,68,22,781,920,0,0,6,70,23,17.926666666666666,93.72000000000001,Pakistan,42
1406,Naveed Zadran,7,7,2,51,127,0,0,1,6,1,10.125,63.120000000000005,Afghanistan,25
1407,Naveen-ul-Haq,63,24,10,81,119,0,0,5,10,1,6.140000000000001,68.1,Afghanistan,13
1408,Nawroz Mangal,81,80,10,1644,1965,2,6,8,141,46,22.57,93.4,Afghanistan,129
1409,Nayeem Hasan,14,22,5,235,581,0,0,1,21,0,13.82,40.44,Bangladesh,26
1410,Nazar Mohammad,5,8,1,277,0,1,1,1,0,0,39.57,0.0,Pakistan,124
1411,Nazimuddin,21,24,0,450,715,0,2,4,48,14,19.87,71.24333333333334,Bangladesh,81
1412,Nazmul Hossain,44,27,17,54,164,0,0,6,2,1,4.123333333333334,41.17666666666667,Bangladesh,8
1413,Nazmul Islam,19,7,3,29,46,0,0,1,3,0,9.0,61.57333333333333,Bangladesh,7
1414,Nazmus Sadat,1,1,0,4,3,0,0,0,0,0,4.0,133.33,Bangladesh,4
1415,Neeyamur Rashid,2,2,1,5,5,0,0,0,0,0,5.0,100.0,Bangladesh,4
1416,Nijat Masood,6,7,2,20,72,0,0,4,2,1,1.6,51.94,Afghanistan,12
1417,Noman Ali,19,26,4,368,770,0,1,6,42,9,16.72,47.79,Pakistan,97
1418,Noor Ahmad,27,14,3,87,117,0,0,2,6,3,8.015,74.61,Afghanistan,26
1419,Noor Ali Zadran,76,77,2,1930,2790,1,11,5,201,13,27.063333333333333,68.91000000000001,Afghanistan,114
1420,Noor-ul-Haq,2,2,0,12,58,0,0,1,0,0,6.0,20.68,Afghanistan,12
1421,Nurul Abedin,4,4,0,15,55,0,0,2,0,0,3.75,27.27,Bangladesh,13
1422,Nurul Hasan,64,67,18,1050,1244,0,3,9,99,24,40.32666666666667,92.19,Bangladesh,64
1423,O Henry,3,3,1,20,26,0,0,0,2,0,10.0,76.92,South,11
1424,O Thomas,21,7,3,9,15,0,0,3,2,0,2.25,60.0,West,8
1425,OA Shah,88,81,7,2181,2615,1,13,6,170,39,27.67,100.42500000000001,England,107
1426,OAC Banks,15,21,4,401,966,0,1,1,45,4,21.55,47.31,West,50
1427,OC Dawson,9,15,1,293,90,0,1,1,2,0,20.92,30.0,South,55
1428,OC McCoy,42,13,6,68,64,0,0,2,7,4,9.71,106.25,West,23
1429,OD Gibson,15,11,1,141,138,0,1,1,10,3,14.1,102.17,West,52
1430,OE Wynne,6,12,0,219,81,0,1,0,0,0,18.25,11.11,South,50
1431,OEG Baartman,16,5,3,14,30,0,0,1,0,0,0.25,35.41,South,10
1432,OF Smith,36,28,8,392,257,0,0,2,27,27,21.630000000000003,153.535,West,46
1433,OG Smith,26,42,0,1331,4,4,6,8,60,12,31.69,0.0,West,168
1434,OJ Pope,60,105,5,3558,5526,9,16,5,418,18,35.58,64.38,England,205
1435,Omair Yousuf,7,7,2,91,83,0,0,1,8,3,18.2,109.63,Pakistan,24
1436,P Jayawickrama,5,6,5,12,32,0,0,1,1,0,12.0,37.5,Sri,8
1437,P Kumar,78,36,12,299,347,0,1,3,25,7,8.115,65.97999999999999,India,54
1438,P Mustard,12,12,0,293,289,0,1,0,33,9,26.65,127.31,England,83
1439,P Nissanka,152,164,10,5707,6669,10,37,11,662,82,38.4,89.31,Sri,210
1440,P Roy,43,79,4,2442,1,5,9,14,59,1,32.56,0.0,India,173
1441,P Willey,52,74,7,1722,3649,2,10,5,209,4,25.145,52.644999999999996,England,102
1442,PA Browne,5,5,1,134,179,0,0,0,7,6,33.5,74.86,West,49
1443,PA Hitchcock,1,1,0,13,11,0,0,0,1,1,13.0,118.18,New,13
1444,PA Horne,4,4,0,50,122,0,0,1,3,0,12.5,40.98,New,18
1445,PA Jaques,17,25,0,1027,1839,3,7,2,115,4,34.15,62.625,Australia,150
1446,PA Nixon,20,19,5,328,369,0,0,2,23,8,10.605,113.245,England,49
1447,PA Patel,65,74,11,1706,2921,0,10,6,209,9,24.290000000000003,79.15333333333334,India,95
1448,PA Wallace,40,46,0,980,1633,1,4,5,121,16,21.35,59.39,West,103
1449,PA de Silva,401,455,41,15645,22692,31,86,24,1449,150,38.935,66.085,Sri,267
1450,PADLR Sandakan,62,43,17,204,452,0,0,4,25,0,7.873333333333334,49.64333333333334,Sri,25
1451,PAJ DeFreitas,147,134,28,1624,2514,0,5,14,149,18,15.43,69.53,England,88
1452,PAM Hands,7,12,0,300,0,0,2,2,2,4,25.0,0.0,South,83
1453,PARP Perera,2,2,0,33,58,0,0,1,2,0,16.5,56.89,Sri,33
1454,PB Dassanayake,27,27,4,281,702,0,0,3,24,0,11.84,47.425,Sri,36
1455,PBB Rajapaksa,49,44,7,822,637,0,4,6,77,33,20.35,118.74000000000001,Sri,77
1456,PBH May,66,106,9,4537,1680,13,22,8,369,12,46.77,39.52,England,285
1457,PC Strydom,10,8,3,48,94,0,0,1,2,0,9.6,51.06,South,34
1458,PC de Silva,9,9,1,116,134,0,0,0,11,0,13.33,91.96000000000001,Sri,44
1459,PD Collingwood,300,329,49,9934,16243,15,49,16,872,122,31.573333333333334,83.47666666666667,England,206
1460,PD McGlashan,15,11,2,124,115,0,1,0,12,3,35.31,109.41499999999999,New,56
1461,PD Salt,76,71,5,2181,1587,4,10,5,250,81,32.975,139.535,England,122
1462,PDRL Perera,8,9,6,33,124,0,0,1,4,0,11.0,26.61,Sri,11
1463,PE Kruger,7,5,1,72,60,0,0,0,6,3,18.0,120.0,South,44
1464,PE McEwan,17,15,0,204,346,0,0,0,11,0,13.6,58.95,New,41
1465,PE Richardson,34,56,1,2061,581,5,9,1,164,0,37.47,32.01,England,126
1466,PG Coman,3,3,0,62,104,0,0,1,3,2,20.66,59.61,New,38
1467,PG Fulton,84,97,7,2428,4435,3,13,7,235,44,23.17,67.58333333333333,New,136
1468,PG Joshi,12,20,1,207,0,0,1,3,7,0,10.89,0.0,India,52
1469,PGV van der Bijl,5,9,0,460,0,1,2,0,30,3,51.11,0.0,South,125
1470,PGZ Harris,9,18,1,378,0,1,1,3,0,2,22.23,0.0,New,101
1471,PH Edmonds,80,83,22,991,2515,0,2,8,91,9,14.02,44.16,England,64
1472,PH Parfitt,37,52,6,1882,1310,7,6,5,208,2,40.91,30.15,England,131
1473,PH Sharma,5,10,0,187,245,0,1,0,21,2,18.7,25.3,India,54
1474,PHKD Mendis,60,67,9,2120,2944,5,9,4,205,47,35.64,86.50999999999999,Sri,182
1475,PHT Kaushal,7,12,2,106,244,0,0,1,16,0,10.6,43.44,Sri,18
1476,PJ Cummins,218,191,47,2243,4111,0,3,25,205,54,13.953333333333333,80.81,Australia,64
1477,PJ Forrest,15,14,0,368,561,1,3,2,34,4,26.28,65.59,Australia,104
1478,PJ Hughes,52,74,3,2367,3974,5,11,7,291,16,24.853333333333335,67.88,Australia,160
1479,PJ Ingram,11,10,1,215,273,0,1,1,33,0,19.285,71.97,New,69
1480,PJ Sharpe,12,21,4,786,1388,1,4,1,95,0,46.23,40.99,England,111
1481,PJ Wiseman,40,41,13,411,1072,0,0,5,45,5,18.285,45.605000000000004,New,36
1482,PJ van Biljon,10,8,2,125,101,0,0,0,10,4,20.83,123.76,South,42
1483,PJL Dujon,250,235,47,5267,9083,5,22,16,483,18,27.545,56.665000000000006,West,139
1484,PJP Burge,42,68,8,2290,2017,4,12,5,188,6,38.16,43.08,Australia,181
1485,PJR Steyn,1,1,0,4,14,0,0,0,0,0,4.0,28.57,South,4
1486,PK Amre,48,43,8,938,1925,1,5,1,72,5,31.509999999999998,50.97,India,103
1487,PK Wijetunge,1,2,0,10,15,0,0,1,2,0,5.0,66.66,Sri,10
1488,PL Harris,37,48,5,460,1357,0,0,9,47,3,10.69,33.89,South,46
1489,PL Symcox,100,81,14,1435,2151,1,7,7,128,34,22.71,69.85,South,108
1490,PL Taylor,83,47,25,437,583,0,1,4,23,0,19.86,74.95,Australia,54
1491,PL Winslow,5,9,0,186,0,1,0,1,14,5,20.66,0.0,South,108
1492,PL van der Merwe,15,23,2,533,157,0,3,3,20,1,25.38,36.94,South,76
1493,PM Nevill,9,5,4,25,11,0,0,0,1,2,25.0,227.27,Australia,10
1494,PM Pollock,28,41,13,607,361,0,2,3,17,1,21.67,31.3,South,75
1495,PM Pushpakumara,4,8,2,102,224,0,0,0,15,2,17.0,45.53,Sri,42
1496,PM Siddle,69,95,16,1165,2469,0,2,17,125,4,7.365,73.58,Australia,51
1497,PM Toohey,20,33,3,998,1380,1,8,3,86,4,42.195,60.599999999999994,Australia,122
1498,PN Kirsten,52,62,8,1919,4392,1,13,2,157,8,34.660000000000004,43.025000000000006,South,104
1499,PNF Mansell,13,22,2,355,0,0,2,3,44,0,17.75,0.0,South,90
1500,PP Ojha,6,1,1,10,6,0,0,0,0,1,0.0,166.66,India,10
1501,PP Shaw,11,15,1,528,560,1,2,1,80,4,36.935,99.945,India,134
1502,PR Adams,69,64,20,426,1136,0,0,10,37,4,12.75,44.394999999999996,South,35
1503,PR Brown,4,1,1,4,9,0,0,0,0,0,0.0,44.44,England,4
1504,PR Carlstein,8,14,1,190,0,0,0,1,14,0,14.61,0.0,South,42
1505,PR Downton,58,68,13,1027,3034,0,4,6,80,0,17.875,48.46,England,74
1506,PR Reiffel,127,107,35,1458,2751,0,7,10,129,1,20.245,58.849999999999994,Australia,79
1507,PR Umrigar,59,94,8,3631,1,12,14,5,141,4,42.22,0.0,India,223
1508,PS Heine,14,24,3,209,3,0,0,3,12,4,9.95,0.0,South,31
1509,PS McDonnell,19,34,1,955,306,3,2,6,79,4,28.93,59.47,Australia,147
