,Country,Player,Matches,Innings,Not_Out,Runs,Highest_score,Average,Ball_Faced,Strike_Rate,Hundreds,Fiftys,Zeros,Fours,Sixes,Start_Year,End/Current_Year,Format,Careerspan
1922,England,JWHT Douglas,23,35,2,962,119,29.15,1328,35.99,1,6,3,51,0,1911,1925,Test,14
2615,West_Indies_Indies,FCM Alexander,25,38,6,961,108,30.03,602,44.68,1,7,5,43,2,1957,1961,Test,4
198,Australia,GM Ritchie,44,42,7,959,84,27.4,1479,64.84,0,6,2,55,6,1982,1987,ODI,5
923,South_Africa_Africa,JN Malan,23,22,2,958,177,47.9,1150,83.3,3,4,2,97,16,2020,2022,ODI,2
2010,New_Zealand_Zealand,SA Thomson,19,35,4,958,120,30.9,2113,45.33,1,5,3,133,6,1990,1995,Test,5
1661,Australia,PR Reiffel,35,50,14,955,79,26.52,2042,46.76,0,6,5,103,0,1992,1998,Test,6
1660,Australia,PS McDonnell,19,34,1,955,147,28.93,306,59.47,3,2,6,79,4,1880,1888,Test,8
1230,West_Indies_Indies,MD Marshall,136,83,19,955,66,14.92,1246,76.64,0,2,5,63,14,1980,1992,ODI,12
3118,New_Zealand_Zealand,JDS Neesham,84,67,21,955,48,20.76,629,151.82,0,0,7,73,51,2012,2025,T20,13
3023,England,LS Livingstone,60,47,9,955,103,25.13,641,148.98,1,2,3,54,59,2017,2025,T20,8
1231,West_Indies_Indies,RL Chase,60,45,8,953,94,25.75,1253,76.05,0,5,5,72,6,2017,2025,ODI,8
2616,West_Indies_Indies,CA Roach,16,32,1,952,209,30.7,108,34.25,2,6,6,19,5,1928,1935,Test,7
199,Australia,MG Johnson,153,91,32,951,73,16.11,987,96.35,0,2,6,81,23,2005,2015,ODI,10
1078,Sri_Lanka_Lanka,RS Madugalle,63,56,5,950,73,18.62,1574,60.35,0,3,4,57,16,1979,1988,ODI,9
1923,England,G Ulyett,25,39,0,949,149,24.33,258,43.79,1,7,6,63,5,1877,1890,Test,13
2617,West_Indies_Indies,KR Mayers,18,32,3,949,210,32.72,1550,61.22,2,2,5,117,16,2021,2023,Test,2
484,England,HC Brook,29,29,3,947,110,36.42,927,102.15,1,6,2,92,33,2023,2025,ODI,2
485,England,AU Rashid,152,81,27,946,69,17.51,984,96.13,0,1,8,93,13,2009,2025,ODI,16
3610,Afghanistan,Gulbadin Naib,75,64,18,945,57,20.54,775,121.93,0,3,7,70,44,2012,2024,T20,12
1662,Australia,GD McKenzie,60,89,12,945,76,12.27,964,34.02,0,2,15,64,16,1961,1971,Test,10
2309,South_Africa_Africa,M Morkel,86,104,23,944,40,11.65,1858,50.8,0,0,22,143,5,2006,2018,Test,12
644,New_Zealand_Zealand,NT Broom,39,39,4,943,109,26.94,1161,81.22,1,5,7,78,12,2009,2017,ODI,8
924,South_Africa_Africa,AG Prince,49,38,11,940,89,34.81,1382,68.01,0,2,2,72,4,2002,2007,ODI,5
1663,Australia,CJ McDermott,71,90,13,940,42,12.2,1716,54.77,0,0,13,90,6,1984,1996,Test,12
1924,England,DL Underwood,86,116,35,937,45,11.56,2456,35.99,0,0,19,91,0,1966,1982,Test,16
645,New_Zealand_Zealand,CM Spearman,51,50,0,936,86,18.72,1202,77.87,0,5,6,123,9,1995,2001,ODI,6
2618,West_Indies_Indies,CA Walsh,132,185,61,936,30,7.54,2088,44.82,0,0,43,77,19,1984,2001,Test,17
1469,India,PA Patel,25,38,8,934,71,31.13,1927,48.46,0,6,4,126,1,2002,2018,Test,16
41,India,RV Uthappa,46,42,6,934,86,25.94,1031,90.59,0,6,4,107,19,2006,2015,ODI,9
1925,England,PAJ DeFreitas,44,68,5,934,88,14.82,1691,55.23,0,4,10,103,8,1986,1995,Test,9
2441,Sri_Lanka_Lanka,RAS Lakmal,70,109,25,934,42,11.11,1936,48.24,0,0,21,114,12,2010,2022,Test,12
42,India,Ishan Kishan,27,24,2,933,210,42.4,913,102.19,1,7,1,95,33,2021,2023,ODI,2
486,England,LS Livingstone,39,36,6,932,124,31.06,862,108.12,1,4,4,58,50,2021,2025,ODI,4
2750,India,G Gambhir,37,36,2,932,75,27.41,783,119.02,0,7,2,109,10,2007,2012,T20,5
2011,New_Zealand_Zealand,BL Cairns,43,65,8,928,64,16.28,1223,57.64,0,2,7,72,28,1974,1985,Test,11
2164,Pakistan,Asif Mujtaba,25,41,3,928,65,24.42,3248,28.57,0,8,5,107,0,1986,1997,Test,11
2165,Pakistan,Saqlain Mushtaq,49,78,14,927,101,14.48,3603,25.72,1,2,13,82,7,1995,2004,Test,9
1926,England,APF Chapman,26,36,4,925,121,28.9,970,62.78,1,5,2,67,12,1924,1931,Test,7
2012,New_Zealand_Zealand,CM Spearman,19,37,2,922,112,26.34,2212,41.68,1,3,3,115,4,1995,2000,Test,5
2619,West_Indies_Indies,DS Atkinson,22,35,6,922,219,31.79,0,0.0,1,5,4,17,6,1948,1958,Test,10
1664,Australia,GHS Trott,24,42,0,921,143,21.92,0,0.0,1,4,7,61,1,1888,1898,Test,10
1927,England,CWJ Athey,23,41,1,919,123,22.97,2373,38.72,1,4,2,93,0,1980,1988,Test,8
2620,West_Indies_Indies,JR Murray,33,45,4,918,101,22.39,1670,54.97,1,3,9,102,6,1993,2002,Test,9
1928,England,DA Allen,39,51,15,918,88,25.5,405,33.82,0,5,4,66,0,1960,1966,Test,6
2166,Pakistan,Yasir Shah,48,72,7,918,113,14.12,1951,47.05,1,0,11,105,10,2014,2022,Test,8
1470,India,KD Ghavri,39,57,14,913,86,21.23,1564,38.17,0,2,2,68,7,1974,1981,Test,7
1929,England,CAG Russell,10,18,2,910,140,56.87,492,52.43,5,2,2,39,1,1920,1923,Test,3
2621,West_Indies_Indies,MA Holding,60,76,10,910,73,13.78,1185,58.98,0,6,15,78,36,1975,1987,Test,12
2310,South_Africa_Africa,HE van der Dussen,18,32,2,905,98,30.16,2221,40.74,0,6,3,101,4,2019,2022,Test,3
925,South_Africa_Africa,AJ Hall,88,56,13,905,81,21.04,1206,75.04,0,3,5,90,10,1999,2007,ODI,8
1665,Australia,DK Lillee,70,90,24,905,73,13.71,2274,37.37,0,1,10,96,8,1971,1984,Test,13
1930,England,AFA Lilley,35,52,8,903,84,20.52,0,0.0,0,4,10,31,0,1896,1909,Test,13
43,India,A Kumble,269,134,47,903,26,10.37,1481,60.97,0,0,18,52,6,1990,2007,ODI,17
1666,Australia,PA Jaques,11,19,0,902,150,47.47,1663,54.23,3,6,1,99,3,2005,2008,Test,3
2167,Pakistan,Azhar Mahmood,21,34,4,900,136,30.0,1772,50.79,3,1,5,113,5,1997,2001,Test,4
2944,Bangladesh,Towhid Hridoy,43,40,6,900,63,26.47,719,125.17,0,3,3,60,37,2023,2025,T20,2
2013,New_Zealand_Zealand,BR Taylor,30,50,6,898,124,20.4,182,51.09,2,2,8,67,13,1965,1973,Test,8
1667,Australia,GJ Cosier,18,32,1,897,168,28.93,1447,53.83,2,3,3,105,1,1975,1978,Test,3
1668,Australia,WL Murdoch,18,33,5,896,211,32.0,1021,39.76,2,1,3,69,0,1877,1890,Test,13
2622,West_Indies_Indies,RJ Christiani,22,37,3,896,107,26.35,0,0.0,1,4,0,26,2,1948,1954,Test,6
1669,Australia,GF Lawson,46,68,12,894,74,15.96,1755,50.25,0,4,6,100,1,1980,1989,Test,9
2311,South_Africa_Africa,A Melville,11,19,2,894,189,52.58,0,0.0,4,3,2,58,1,1938,1949,Test,11
3024,England,JE Root,32,30,5,893,90,35.72,707,126.3,0,5,2,92,16,2012,2019,T20,7
1670,Australia,PM Toohey,15,29,1,893,122,31.89,1247,42.26,1,7,3,81,4,1977,1980,Test,3
2014,New_Zealand_Zealand,SN McGregor,25,47,2,892,111,19.82,74,9.45,1,3,5,3,0,1955,1965,Test,10
200,Australia,TD Paine,35,35,3,890,111,27.81,1257,70.8,1,5,1,96,6,2009,2018,ODI,9
1671,Australia,ATW Grout,51,67,8,890,74,15.08,772,40.93,0,3,11,51,0,1957,1966,Test,9
1931,England,DB Close,22,37,2,887,70,25.34,1504,33.04,0,4,3,80,4,1949,1976,Test,27
487,England,JWA Taylor,27,26,5,887,101,42.23,1107,80.12,1,7,2,69,12,2011,2015,ODI,4
926,South_Africa_Africa,AL Phehlukwayo,85,57,19,883,69,23.23,1027,85.97,0,2,5,77,36,2016,2024,ODI,8
45,India,J Srinath,229,121,38,883,53,10.63,1109,79.62,0,1,19,62,17,1991,2003,ODI,12
44,India,Yashpal Sharma,42,40,9,883,89,28.48,1401,63.02,0,4,0,52,10,1978,1985,ODI,7
2312,South_Africa_Africa,JE Cheetham,24,43,6,883,89,23.86,0,0.0,0,5,1,36,3,1949,1955,Test,6
1932,England,JDB Robertson,11,21,2,881,133,46.36,0,0.0,2,6,0,15,1,1947,1952,Test,5
1934,England,W Watson,23,37,3,879,116,25.85,263,31.17,2,3,3,63,2,1951,1959,Test,8
1933,England,A Sandham,14,23,0,879,325,38.21,733,52.38,2,3,3,37,0,1921,1930,Test,9
1471,India,L Amarnath,24,40,4,878,118,24.38,258,54.26,1,4,5,12,0,1933,1952,Test,19
2843,Australia,JP Inglis,35,34,6,878,110,31.35,533,164.72,2,2,3,89,37,2022,2025,T20,3
2015,New_Zealand_Zealand,N Wagner,64,84,24,875,66,14.58,1687,51.86,0,1,17,96,36,2012,2024,Test,12
1935,England,PH Edmonds,51,65,15,875,64,17.5,2283,38.32,0,2,5,84,9,1975,1987,Test,12
3025,England,HC Brook,47,40,10,873,81,29.1,593,147.21,0,4,0,70,38,2022,2025,T20,3
1672,Australia,H Carter,28,47,9,873,72,22.97,652,46.62,0,4,4,91,0,1907,1921,Test,14
1472,India,HR Adhikari,21,36,8,872,114,31.14,600,26.0,1,4,5,18,1,1947,1959,Test,12
2313,South_Africa_Africa,GC White,17,31,2,872,147,30.06,0,0.0,2,4,3,55,4,1906,1912,Test,6
46,India,RR Pant,31,27,1,871,125,33.5,820,106.21,1,5,3,91,26,2018,2024,ODI,6
488,England,TT Bresnan,85,64,20,871,80,19.79,965,90.25,0,1,6,88,6,2006,2015,ODI,9
1079,Sri_Lanka_Lanka,SHT Kandamby,39,36,6,870,93,29.0,1250,69.6,0,5,2,71,0,2004,2014,ODI,10
201,Australia,AC Voges,31,28,9,870,112,45.78,998,87.17,1,4,0,61,10,2007,2013,ODI,6
927,South_Africa_Africa,DJ Richardson,122,77,33,868,53,19.72,1298,66.87,0,1,6,33,1,1991,1998,ODI,7
2442,Sri_Lanka_Lanka,HDPK Dharmasena,31,51,7,868,62,19.72,2665,32.57,0,3,4,91,2,1993,2004,Test,11
47,India,HK Badani,40,36,10,867,100,33.34,1180,73.47,1,4,1,68,10,2000,2004,ODI,4
2623,West_Indies_Indies,BD Julien,24,34,6,866,121,30.92,836,66.26,2,3,0,78,7,1973,1977,Test,4
1936,England,DG Cork,37,56,8,864,59,18.0,2092,41.3,0,3,5,111,4,1995,2002,Test,7
1080,Sri_Lanka_Lanka,TT Samaraweera,53,42,11,862,105,27.8,1244,69.29,2,0,4,76,0,1998,2011,ODI,13
2314,South_Africa_Africa,HJ Tayfield,37,60,9,862,75,16.9,0,0.0,0,2,5,26,5,1949,1960,Test,11
2751,India,SV Samson,42,38,4,861,111,25.32,565,152.38,3,2,6,71,49,2015,2025,T20,10
1937,England,AR Caddick,62,95,12,861,49,10.37,2506,34.35,0,0,19,102,7,1993,2003,Test,10
202,Australia,SB Smith,28,24,2,861,117,39.13,1319,65.27,2,8,1,67,0,1983,1985,ODI,2
2945,Bangladesh,Mohammad Naim,38,38,2,860,81,23.88,841,102.25,0,4,2,77,18,2019,2025,T20,6
1938,England,GRJ Roope,21,32,4,860,77,30.71,2589,30.89,0,7,3,86,2,1973,1978,Test,5
489,England,DL Amiss,18,18,0,859,137,47.72,1185,72.48,4,1,0,94,1,1972,1977,ODI,5
2624,West_Indies_Indies,JDC Goddard,27,39,11,859,83,30.67,0,0.0,0,4,5,34,1,1948,1957,Test,9
1473,India,VM Merchant,10,18,0,859,154,47.72,0,0.0,3,3,2,21,0,1933,1951,Test,18
2168,Pakistan,Basit Ali,19,33,1,858,103,26.81,1803,47.58,1,5,5,91,7,1993,1995,Test,2
2844,Australia,TH David,44,37,11,858,102,33.0,494,173.68,1,3,4,61,62,2022,2025,T20,3
2625,West_Indies_Indies,JE Taylor,46,73,7,856,106,12.96,1368,62.57,1,1,12,116,19,2003,2016,Test,13
788,Pakistan,Shadab Khan,70,44,11,855,86,25.9,997,85.75,0,4,3,51,19,2017,2023,ODI,6
1232,West_Indies_Indies,RA Harper,105,73,20,855,45,16.13,1162,73.58,0,0,5,53,18,1983,1996,ODI,13
1939,England,D Gough,58,86,18,855,65,12.57,1967,43.46,0,2,14,102,9,1994,2003,Test,9
2016,New_Zealand_Zealand,TG McIntosh,17,33,2,854,136,27.54,2359,36.2,2,4,5,98,7,2008,2011,Test,3
203,Australia,WB Phillips,48,41,6,852,75,24.34,994,85.71,0,6,1,76,5,1982,1986,ODI,4
1673,Australia,H Trumble,32,57,14,851,70,19.79,0,0.0,0,4,7,33,0,1890,1904,Test,14
490,England,CWJ Athey,31,30,3,848,142,31.4,1495,56.72,2,4,1,54,4,1980,1988,ODI,8
2170,Pakistan,AH Kardar,23,37,3,847,93,24.91,0,0.0,0,5,1,7,2,1952,1958,Test,6
3420,Sri_Lanka_Lanka,DM de Silva,45,44,4,847,66,21.17,731,115.86,0,3,2,71,18,2015,2024,T20,9
2169,Pakistan,Haris Sohail,16,27,1,847,147,32.57,1936,43.75,2,3,1,74,13,2017,2021,Test,4
1940,England,CM Old,46,66,9,845,65,14.82,2165,38.24,0,2,10,103,8,1972,1981,Test,9
1082,Sri_Lanka_Lanka,RS Kalpage,86,69,28,844,51,20.58,1320,63.93,0,1,2,29,4,1992,1999,ODI,7
1081,Sri_Lanka_Lanka,MAR Samarasekera,39,39,2,844,76,22.81,1207,69.92,0,4,2,73,5,1983,1994,ODI,11
1233,West_Indies_Indies,D Ganga,35,34,1,843,71,25.54,1414,59.61,0,9,5,69,7,1999,2006,ODI,7
928,South_Africa_Africa,CA Ingram,31,29,3,843,124,32.42,1024,82.32,3,3,5,82,10,2010,2013,ODI,3
1234,West_Indies_Indies,SSJ Brooks,29,29,1,842,101,30.07,1114,75.58,1,4,5,69,16,2022,2023,ODI,1
1715,Bangladesh,Taijul Islam,55,94,11,841,47,10.13,2238,37.57,0,0,13,94,2,2014,2025,Test,11
929,South_Africa_Africa,BM McMillan,78,52,16,841,127,23.36,1147,73.32,1,0,3,55,7,1991,1998,ODI,7
1941,England,RGD Willis,90,128,55,840,28,11.5,2574,32.63,0,0,12,79,1,1971,1984,Test,13
1474,India,GH Vihari,16,28,3,839,111,33.56,1988,42.2,1,5,1,107,2,2018,2022,Test,4
2626,West_Indies_Indies,SO Hetmyer,16,30,0,838,93,27.93,1138,73.63,0,5,0,85,27,2017,2019,Test,2
2315,South_Africa_Africa,AM Bacher,19,33,1,833,96,26.03,2058,40.47,0,5,3,108,3,1996,1999,Test,3
1716,Bangladesh,Soumya Sarkar,16,30,0,831,149,27.7,1442,57.62,1,4,2,109,9,2015,2021,Test,6
1475,India,RMH Binny,27,41,5,830,83,23.05,1046,39.77,0,5,7,46,5,1979,1987,Test,8
2017,New_Zealand_Zealand,TJ Franklin,21,37,1,828,101,23.0,3131,26.44,1,4,2,83,1,1983,1991,Test,8
2316,South_Africa_Africa,DG Bedingham,15,26,3,828,110,36.0,1228,67.42,1,4,2,91,17,2023,2025,Test,2
1942,England,JL Denly,15,28,0,827,94,29.53,2086,39.64,0,6,0,110,4,2019,2020,Test,1
204,Australia,PJ Hughes,25,24,1,826,138,35.91,1100,75.09,2,4,1,91,5,2013,2014,ODI,1
205,Australia,DW Hookes,39,36,2,826,76,24.29,1146,72.07,0,5,3,73,13,1977,1986,ODI,9
1235,West_Indies_Indies,AI Kallicharran,31,28,4,826,78,34.41,1329,62.15,0,6,0,67,3,1973,1981,ODI,8
1083,Sri_Lanka_Lanka,JR Ratnayeke,78,69,14,824,50,14.98,1571,52.45,0,1,4,43,2,1982,1990,ODI,8
2317,South_Africa_Africa,KJ Funston,18,33,1,824,92,25.75,0,0.0,0,5,2,32,3,1952,1958,Test,6
206,Australia,GN Yallop,30,27,6,823,66,39.19,1288,63.89,0,7,1,64,3,1978,1984,ODI,6
2443,Sri_Lanka_Lanka,SM Warnapura,14,24,1,821,120,35.69,1412,58.14,2,7,5,98,2,2007,2009,Test,2
2318,South_Africa_Africa,AJ Pithey,17,27,1,819,154,31.5,942,24.52,1,4,2,67,2,1957,1965,Test,8
2627,West_Indies_Indies,WW Hall,48,66,14,818,50,15.73,465,50.1,0,2,7,50,6,1958,1969,Test,11
3212,Pakistan,Sarfaraz Ahmed,61,42,12,818,89,27.26,653,125.26,0,3,2,79,15,2010,2021,T20,11
2171,Pakistan,Khurram Manzoor,16,30,1,817,146,28.17,1827,44.71,1,7,3,100,1,2009,2014,Test,5
1944,England,J Briggs,33,50,5,815,121,18.11,67,29.85,1,2,10,68,0,1884,1899,Test,15
491,England,GO Jones,49,41,8,815,80,24.69,1042,78.21,0,4,1,71,14,2004,2006,ODI,2
1943,England,SM Curran,24,38,5,815,78,24.69,1271,64.12,0,3,7,96,21,2018,2021,Test,3
2018,New_Zealand_Zealand,AR MacGibbon,26,46,5,814,66,19.85,0,0.0,0,3,7,64,4,1951,1958,Test,7
1674,Australia,TR Veivers,21,30,4,813,88,31.26,1069,41.81,0,7,3,62,6,1963,1967,Test,4
1946,England,BR Knight,29,38,7,812,127,26.19,687,36.97,2,0,2,94,3,1961,1969,Test,8
789,Pakistan,Sharjeel Khan,25,25,0,812,152,32.48,716,113.4,1,6,2,104,28,2013,2017,ODI,4
1945,England,NWD Yardley,20,34,2,812,99,25.37,764,36.25,0,4,2,33,0,1938,1950,Test,12
1476,India,SS Iyer,14,24,2,811,105,36.86,1287,63.01,1,5,2,94,16,2021,2024,Test,3
48,India,YK Pathan,57,41,11,810,123,27.0,713,113.6,2,3,7,62,43,2008,2012,ODI,4
1947,England,AJ Watkins,15,24,4,810,137,40.5,63,20.63,2,4,2,2,0,1948,1952,Test,4
2019,New_Zealand_Zealand,JEC Franklin,31,46,7,808,122,20.71,2163,37.35,1,2,6,82,5,2001,2013,Test,12
1675,Australia,FA Iredale,14,23,1,807,140,36.68,1,0.0,2,4,2,43,0,1894,1899,Test,5
2444,Sri_Lanka_Lanka,JR Ratnayeke,22,38,6,807,93,25.21,1074,39.66,0,5,5,70,1,1982,1989,Test,7
1948,England,MA Wood,37,62,11,807,52,15.82,1141,70.72,0,1,10,107,20,2015,2024,Test,9
1949,England,JW Hearne,24,36,5,806,114,26.0,1184,36.73,1,2,3,42,0,1911,1926,Test,15
2628,West_Indies_Indies,NE Bonner,15,25,4,803,123,38.23,2342,34.28,2,3,4,87,3,2021,2022,Test,1
2172,Pakistan,Wazir Mohammad,20,33,4,801,189,27.62,0,0.0,2,3,8,47,0,1952,1959,Test,7
1676,Australia,JM Blackham,35,62,11,800,74,15.68,245,41.22,0,4,6,43,0,1877,1894,Test,17
1717,Bangladesh,Mashrafe Mortaza,36,67,5,797,79,12.85,1186,67.2,0,3,12,95,22,2001,2009,Test,8
2752,India,Ishan Kishan,32,32,1,796,89,25.67,640,124.37,0,6,1,79,36,2021,2023,T20,2
328,Bangladesh,Aminul Islam,39,39,5,794,70,23.35,1403,56.59,0,3,5,57,2,1988,2002,ODI,14
3213,Pakistan,Shadab Khan,112,58,14,792,52,18.0,565,140.17,0,1,6,56,38,2017,2025,T20,8
1950,England,GH Hirst,24,38,3,790,85,22.57,0,0.0,0,5,5,51,3,1897,1909,Test,12
207,Australia,GB Hogg,123,65,26,790,71,20.25,1005,78.6,0,2,9,41,5,1996,2008,ODI,12
1677,Australia,GB Hole,18,33,2,789,66,25.45,30,40.0,0,6,2,62,0,1951,1955,Test,4
3214,Pakistan,Misbah-ul-Haq,39,34,13,788,87,37.52,715,110.2,0,3,2,45,26,2007,2012,T20,5
1084,Sri_Lanka_Lanka,S Wettimuny,35,33,1,786,86,24.56,1636,48.04,0,4,1,46,2,1982,1987,ODI,5
3611,Afghanistan,Usman Ghani,35,34,3,786,73,25.35,733,107.23,0,4,0,76,21,2015,2023,T20,8
790,Pakistan,Majid Khan,23,22,1,786,109,37.42,1052,74.71,1,7,1,69,6,1973,1982,ODI,9
1951,England,PJ Sharpe,12,21,4,786,111,46.23,1388,40.99,1,4,1,95,0,1963,1969,Test,6
1678,Australia,MG Bevan,18,30,3,785,91,29.07,1972,39.8,0,6,4,89,1,1994,1998,Test,4
1477,India,I Sharma,105,142,47,785,57,8.26,2568,30.56,0,1,34,88,1,2007,2021,Test,14
1952,England,PR Downton,30,48,8,785,74,19.62,2676,29.33,0,4,4,67,0,1981,1988,Test,7
49,India,R Lamba,32,31,2,783,102,27.0,1166,67.15,1,6,2,63,9,1986,1989,ODI,3
2173,Pakistan,Mohammad Wasim,18,28,2,783,192,30.11,1746,44.84,2,2,3,89,0,1996,2000,Test,4
2174,Pakistan,W Mathias,21,36,3,783,77,23.72,0,0.0,0,3,3,17,0,1955,1962,Test,7
50,India,AR Patel,68,47,12,783,64,22.37,856,91.47,0,3,3,45,31,2014,2025,ODI,11
2629,West_Indies_Indies,SFAF Bacchus,19,30,0,782,250,26.06,628,44.42,1,3,7,76,3,1978,1982,Test,4
791,Pakistan,Wasim Raja,54,45,10,782,60,22.34,1168,66.95,0,2,6,58,11,1973,1985,ODI,12
792,Pakistan,Sohaib Maqsood,29,28,2,781,89,30.03,935,83.52,0,5,1,61,19,2013,2021,ODI,8
329,Bangladesh,Abdur Razzak,153,97,39,779,53,13.43,1020,76.37,0,1,12,55,21,2004,2014,ODI,10
2020,New_Zealand_Zealand,WK Lees,21,37,4,778,152,23.57,631,39.61,1,1,4,70,5,1976,1983,Test,7
2021,New_Zealand_Zealand,CZ Harris,23,42,4,777,71,20.44,2305,33.7,0,5,9,87,2,1992,2002,Test,10
1718,Bangladesh,Mahmudul Hasan Joy,18,34,0,775,137,22.79,1885,41.11,1,4,7,93,3,2021,2025,Test,4
51,India,SA Yadav,37,35,5,773,72,25.76,736,105.02,0,4,3,80,19,2021,2023,ODI,2
2022,New_Zealand_Zealand,JM How,19,35,1,772,92,22.7,1530,50.45,0,4,4,104,2,2006,2009,Test,3
2630,West_Indies_Indies,AS Joseph,40,65,2,770,86,12.22,1357,56.74,0,2,13,83,28,2016,2025,Test,9
2631,West_Indies_Indies,DAJ Holford,24,39,5,768,105,22.58,737,31.34,1,3,3,52,1,1966,1977,Test,11
1478,India,SK Raina,18,31,2,768,120,26.48,1445,53.14,1,7,8,100,4,2010,2015,Test,5
1679,Australia,A Turner,14,27,1,768,136,29.53,1516,50.65,1,3,2,79,2,1975,1977,Test,2
793,Pakistan,Saleem Yousuf,86,62,19,768,62,17.86,1024,75.0,0,4,5,52,6,1982,1990,ODI,8
3320,South_Africa_Africa,RR Rossouw,29,27,5,767,109,34.86,480,159.79,2,3,5,69,39,2014,2023,T20,9
2632,West_Indies_Indies,AME Roberts,47,62,11,762,68,14.94,1303,41.67,0,3,6,54,22,1974,1983,Test,9
3524,West_Indies_Indies,KR Mayers,38,37,2,762,73,21.77,551,138.29,0,3,1,68,51,2020,2024,T20,4
930,South_Africa_Africa,JA Morkel,56,41,10,760,97,24.51,750,101.33,0,2,1,69,25,2004,2012,ODI,8
2319,South_Africa_Africa,AJ Hall,21,33,4,760,163,26.2,1650,46.06,1,3,7,96,4,2002,2007,Test,5
3026,England,LJ Wright,51,45,5,759,99,18.97,554,137.0,0,4,9,68,31,2007,2014,T20,7
2023,New_Zealand_Zealand,TA Boult,78,94,46,759,52,15.81,1265,60.0,0,1,13,82,30,2011,2022,Test,11
2175,Pakistan,Sami Aslam,13,25,1,758,91,31.58,1938,39.11,0,7,0,77,4,2015,2017,Test,2
646,New_Zealand_Zealand,MG Bracewell,34,29,9,757,140,37.85,656,115.39,2,2,1,59,38,2022,2025,ODI,3
1680,Australia,LE Favell,19,31,3,757,101,27.03,502,43.42,1,5,2,48,2,1954,1961,Test,7
492,England,KWR Fletcher,24,22,3,757,131,39.84,1134,66.75,1,5,0,64,6,1971,1982,ODI,11
2704,Afghanistan,Hashmatullah Shahidi,10,19,5,757,246,54.07,1596,47.43,2,2,0,85,1,2018,2025,Test,7
2845,Australia,DJ Hussey,39,36,3,756,88,22.9,623,121.34,0,3,4,41,34,2008,2012,T20,4
2024,New_Zealand_Zealand,HD Rutherford,16,29,1,755,171,26.96,1338,56.42,1,1,2,98,9,2013,2015,Test,2
208,Australia,J Dyson,29,27,4,755,79,32.82,1553,48.61,0,4,1,55,2,1980,1983,ODI,3
52,India,Z Khan,194,96,31,753,34,11.58,1041,72.33,0,0,14,65,24,2000,2012,ODI,12
2176,Pakistan,Mohammad Amir,36,67,11,751,48,13.41,1980,37.92,0,0,7,91,3,2009,2019,Test,10
1479,India,Mohammed Shami,64,89,27,750,56,12.09,1005,74.62,0,2,18,83,25,2013,2023,Test,10
2753,India,NT Tilak Varma,25,24,9,749,120,49.93,483,155.07,2,3,3,61,43,2023,2025,T20,2
1480,India,S Venkataraghavan,57,76,12,748,64,11.68,619,37.8,0,2,13,49,3,1965,1983,Test,18
2177,Pakistan,Nasim-ul-Ghani,29,50,5,747,101,16.6,379,32.98,1,2,8,36,2,1958,1973,Test,15
493,England,G Fowler,26,26,2,744,81,31.0,1321,56.32,0,4,2,67,1,1983,1986,ODI,3
647,New_Zealand_Zealand,C de Grandhomme,45,35,7,742,74,26.5,699,106.15,0,4,2,58,29,2012,2022,ODI,10
2320,South_Africa_Africa,PL Symcox,20,27,1,741,108,28.5,1321,56.09,1,4,1,80,12,1993,1998,Test,5
3421,Sri_Lanka_Lanka,MD Gunathilaka,46,45,0,741,57,16.46,615,120.48,0,3,4,78,21,2016,2022,T20,6
794,Pakistan,Manzoor Elahi,54,46,13,741,50,22.45,827,89.6,0,1,1,53,17,1984,1995,ODI,11
795,Pakistan,Wahab Riaz,91,66,15,740,54,14.5,849,87.16,0,3,12,55,30,2008,2020,ODI,12
648,New_Zealand_Zealand,TG Southee,161,96,35,740,55,12.13,771,95.97,0,1,13,59,26,2008,2023,ODI,15
53,India,PA Patel,38,34,3,736,95,23.74,962,76.5,0,4,2,79,7,2003,2012,ODI,9
1481,India,RS Modi,10,17,1,736,112,46.0,0,0.0,1,6,0,12,0,1946,1952,Test,6
1482,India,EAS Prasanna,49,84,20,735,37,11.48,810,38.76,0,0,15,65,0,1962,1978,Test,16
3119,New_Zealand_Zealand,MJ Santner,114,76,32,735,77,16.7,612,120.09,0,1,5,55,24,2015,2025,T20,10
1085,Sri_Lanka_Lanka,J Liyanage,26,21,4,735,101,43.23,896,82.03,1,5,0,54,19,2024,2025,ODI,1
2025,New_Zealand_Zealand,RW Morgan,20,34,1,734,97,22.24,197,22.33,0,5,5,46,0,1965,1972,Test,7
3422,Sri_Lanka_Lanka,PBB Rajapaksa,44,39,7,733,77,22.9,552,132.78,0,3,3,63,31,2019,2025,T20,6
649,New_Zealand_Zealand,CJ Nevin,37,36,0,732,74,20.33,1000,73.2,0,4,4,82,3,2000,2003,ODI,3
1681,Australia,JJ Lyons,14,27,0,731,134,27.07,35,31.42,1,3,1,10,4,1887,1897,Test,10
2026,New_Zealand_Zealand,MD Bell,18,32,2,729,107,24.3,1928,37.81,2,3,7,100,0,1998,2008,Test,10
1483,India,J Arun Lal,16,29,1,729,93,26.03,1274,42.62,0,6,1,66,0,1982,1989,Test,7
2027,New_Zealand_Zealand,DJ Nash,32,45,14,729,89,23.51,2102,34.68,0,4,5,65,4,1992,2001,Test,9
2028,New_Zealand_Zealand,GD Phillips,15,27,5,728,87,33.09,1005,72.43,0,5,2,71,25,2020,2024,Test,4
